BuyEV,PriceBudgetRatio,range,HomeSlowChgWalkTime,WorkSlowChgWalkTime,FastChgTime,TownToFastChgDriveTime,HwyFastChgDistance,gender,race,state,license,edu,employment,hsincome,hhsize,housit,residence,move,all_car,new_car,ev,new_ev,home_parking,hp2,hp3,hp4,hp5,hp6,HomeChgAvai,work_parking,WorkChgAvai,buycar,zipcode,dmileage,long_dist,gascost,age,used_car_owner,used_ev_owner,used,NextCarBudget,PopDensity,orphan,ev_owner,priceshow,zip_median_home_value,state_elec_price,state_high_temp,state_precip
0,0.85,300,20,5,30,10,70,1,White,Illinois,Yes,5,1,3,1,1,1,2,1,1,0,0,,,,,On street,,2,4,2,2,60641,25,0,50,24,0,0,0,20000,17730.46,1,0,17000,265000,12.56,62.7,40.7
1,1,400,5,5,15,15,no,1,White,Florida,Yes,3,1,2,1,2,1,1,1,0,0,0,,,Driveway or carport,,,,2,2,2,1,32738,5,1,40,25,1,0,1,10000,1694.918,1,0,10000,122400,11.37,81.9,54.4
0,0.85,100,10,2,30,no,70,1,White,Michigan,Yes,5,1,5,3,1,1,2,3,1,1,0,Attached garage,,Driveway or carport,,,,1,2,2,1,49519,90,4,250,31,1,1,0,30000,3413.549,2,1,25500,113600,16.07,55,33.9
0,1,100,3,5,5,no,no,1,White,Washington,Yes,3,1,2,2,1,1,1,3,0,0,0,,Detached garage,Driveway or carport,,,,2,2,2,2,98003,35,0,200,55,1,0,1,20000,3800.351,1,0,20000,221600,9.79,57,43.2
0,0.7,100,10,2,5,5,30,0,White,South Carolina,Yes,3,1,2,4,2,4,1,2,0,0,0,,,Driveway or carport,,,,2,2,2,1,29016,45,3,80,49,1,0,1,15000,190.3242,1,0,10500,209300,12.91,74.7,48.3
1,0.85,400,5,0,5,5,30,1,White,Michigan,Yes,5,1,5,3,1,1,2,3,1,1,0,Attached garage,,Driveway or carport,,,,1,2,2,1,49519,90,4,250,31,1,1,0,30000,3413.549,2,1,25500,113600,16.07,55,33.9
1,0.85,200,0,1,5,no,70,1,White,Ohio,Yes,3,2,6,4,1,1,2,2,1,0,0,,Detached garage,,,,,1,2,2,1,44092,10,2,80,48,1,0,0,30000,2254.74,2,0,25500,132400,12.64,61.7,41.1
1,0.85,300,0,3,5,10,50,0,White,Wisconsin,No,4,3,2,2,2,5,1,1,0,0,0,,,,Assigned parking space,,,2,3,1,1,53713,15,4,200,24,1,0,1,15000,2123.082,1,0,12750,167400,14.28,54,34.1
1,0.7,200,3,10,15,5,no,0,White,Pennsylvania,Yes,5,1,3,1,1,1,3,2,2,0,0,,,Driveway or carport,,,,2,2,2,1,18612,15,4,100,43,0,0,0,40000,334.9119,1,0,28000,176900,14.38,59.7,45
1,0.7,400,1,5,60,5,50,1,White,Nevada,Yes,5,1,2,3,1,1,2,2,1,0,0,,,Driveway or carport,,,,2,3,2,2,89117,5,1,50,26,1,0,1,15000,6075.509,1,0,10500,225400,11.67,64.6,10.2
1,0.85,300,0,3,5,10,50,1,White,Maryland,Yes,6,1,7,4,1,1,2,1,0,0,0,,Detached garage,Driveway or carport,,,,2,2,1,3,21409,20,3,120,43,1,0,1,20000,1433.638,1,0,17000,396500,13.92,65.4,45.2
1,0.7,400,1,5,60,5,50,0,White,Pennsylvania,Yes,4,4,5,2,1,1,2,1,0,0,0,,,,,On street,,2,4,3,2,15317,15,2,50,35,1,0,1,15000,799.04,1,0,10500,214100,14.38,59.7,45
1,0.7,100,0,0,15,10,no,1,White,Missouri,Yes,5,1,4,4,1,1,2,2,0,0,0,Attached garage,,,,,,2,2,2,1,63304,45,0,120,36,1,0,1,30000,965.9984,1,0,21000,205700,13.23,66,43.5
1,0.7,400,0,20,15,no,50,0,White,Alabama,Yes,5,2,1,1,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,5,3,3,35810,20,0,40,65,1,0,1,5000,1062.893,1,0,3500,87300,12.41,75,56.9
1,1,200,10,20,5,10,no,1,White,Florida,Yes,4,1,1,1,1,1,3,1,0,0,0,,,Driveway or carport,,,,2,2,2,2,33712,5,0,30,32,1,0,1,10000,4280.29,1,0,10000,130000,11.37,81.9,54.4
1,0.85,400,1,10,5,no,no,1,White,Florida,Yes,5,1,2,1,1,1,2,1,0,0,0,,,Driveway or carport,,,,1,2,1,3,32605,30,2,90,33,1,0,1,15000,2290.805,2,0,12750,180600,11.37,81.9,54.4
0,0.7,100,10,1,5,15,70,0,White,West Virginia,Yes,5,1,2,3,2,1,1,1,0,0,0,,,Driveway or carport,,,,2,2,2,3,26651,5,3,40,29,1,0,1,20000,39.87299,1,0,14000,80400,11.57,63.5,47.1
1,0.7,100,1,1,15,5,50,1,White,New York,Yes,5,1,4,4,1,1,3,2,2,0,0,,,Driveway or carport,,,,2,2,3,1,11501,40,2,70,35,0,0,0,25000,9343.98,1,0,17500,440000,19.3,55.9,43.5
1,0.85,200,5,2,60,15,70,0,White,Michigan,Yes,4,1,3,3,1,1,1,2,1,0,0,Attached garage,,Driveway or carport,,On street,,1,2,2,1,49331,75,4,200,50,1,0,1,15000,183.894,2,0,12750,158500,16.07,55,33.9
0,1,200,2,1,60,5,no,0,White,North Carolina,Yes,4,1,3,4,1,1,3,1,0,0,0,,,Driveway or carport,,,,2,2,2,2,28539,20,4,80,59,1,0,1,10000,315.952,1,0,10000,152500,11.24,70.5,50.8
0,1,200,20,2,60,no,50,1,White,Washington,Yes,6,1,7,2,2,1,1,1,1,0,0,Attached garage,,Driveway or carport,,On street,,2,5,3,1,98008,10,0,60,50,0,0,1,30000,4436.602,1,0,30000,457200,9.79,57,43.2
1,0.7,200,2,0,5,5,50,0,White,Georgia,Yes,5,4,1,3,1,1,2,1,0,0,0,,,Driveway or carport,,,,3,5,2,1,30153,100,2,120,32,1,0,1,15000,154.5278,3,0,10500,96900,12.26,75.6,50.4
0,0.85,200,5,2,60,15,70,0,Black or African American,Ohio,Yes,3,1,2,1,2,3,1,1,1,1,1,,,Driveway or carport,,On street,,1,1,1,3,43214,10,1,20,23,0,0,1,30000,3664.293,2,1,25500,205100,12.64,61.7,41.1
1,0.85,400,2,3,30,15,70,1,White,Utah,Yes,2,2,2,4,4,1,3,2,0,0,0,Attached garage,,,,,,2,1,2,1,84067,15,2,100,20,1,0,1,5000,4552.743,1,0,4250,159400,10.63,62,13.5
1,0.7,100,5,20,5,15,50,1,White,Nevada,Yes,5,1,3,2,1,1,2,1,1,1,1,Attached garage,,Driveway or carport,,,,1,2,1,3,89145,30,1,70,35,0,0,0,30000,5028.185,2,1,21000,145500,11.67,64.6,10.2
0,1,300,3,5,15,no,30,0,White,Minnesota,Yes,3,1,2,4,2,5,2,1,0,0,0,,Detached garage,,,,,2,1,2,1,55423,10,1,70,37,1,0,1,15000,5069.961,1,0,15000,190600,14.09,51.9,28.6
1,0.7,300,5,20,30,5,30,0,White,Illinois,Yes,3,2,1,2,1,1,1,1,0,0,0,,,Driveway or carport,,,,2,2,1,1,62040,90,2,210,36,1,0,1,10000,982.8054,1,0,7000,84700,12.56,62.7,40.7
0,0.7,300,1,20,60,no,no,1,White,Indiana,Yes,4,1,2,4,1,1,2,1,0,0,0,,Detached garage,,,,,1,2,2,2,46226,15,0,100,45,1,0,1,20000,3046.185,2,0,14000,84900,12.02,62.5,43.6
1,1,200,10,20,5,no,30,0,Asian,Illinois,Yes,5,1,7,2,1,1,2,2,2,0,0,Attached garage,,Driveway or carport,,On street,,1,5,1,1,60610,15,1,100,38,0,0,0,50000,32164.89,2,0,50000,396600,12.56,62.7,40.7
0,0.85,300,20,0,15,5,70,1,White,New York,Yes,5,5,3,2,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,6,2,3,13350,0,0,70,63,1,0,1,15000,331.7784,1,0,12750,85900,19.3,55.9,43.5
0,1,100,20,3,30,5,70,1,Asian,Georgia,Yes,5,1,2,1,2,2,1,1,0,0,0,Attached garage,,,,,,1,1,1,1,30033,5,2,60,24,1,0,1,25000,3330.672,2,0,25000,246700,12.26,75.6,50.4
0,1,300,1,1,60,15,50,0,White,Texas,Yes,5,3,3,2,1,1,1,2,0,0,0,Attached garage,,,,On street,,2,5,3,3,76504,70,1,100,31,1,0,1,20000,896.3918,1,0,20000,88900,11.36,78.1,28.6
0,0.7,100,2,1,5,15,30,1,Asian,Pennsylvania,Yes,6,1,3,1,2,3,1,1,1,0,0,,,,,On street,,2,2,1,3,19106,10,0,30,29,0,0,0,40000,14527.15,1,0,28000,453400,14.38,59.7,45
0,0.7,300,0,5,60,5,30,0,Asian,California,Yes,5,2,9,4,1,1,3,1,1,0,0,,Detached garage,,,,,2,2,2,3,91007,20,0,20,31,0,0,0,30000,6134.265,1,0,21000,756600,19.9,71.5,22.3
1,0.7,400,2,20,30,10,30,1,White,Florida,Yes,5,1,2,1,2,5,1,1,0,0,0,,,,,,"Parking lot, unassigned",2,2,2,1,33549,100,4,200,35,1,0,1,5000,1373.452,1,0,3500,195200,11.37,81.9,54.4
1,0.7,400,20,3,15,15,70,1,White,California,Yes,5,1,3,1,1,1,1,1,1,0,0,,Detached garage,,,,,2,1,1,1,90069,15,4,80,30,0,0,0,50000,9688.241,1,0,35000,696700,19.9,71.5,22.3
1,0.85,400,5,0,5,5,30,0,White,Tennessee,Yes,5,2,6,5,1,1,3,2,2,0,0,Attached garage,,Driveway or carport,,,,2,5,3,3,37122,50,0,250,39,0,0,0,40000,415.0735,1,0,34000,211500,10.79,69.4,55.1
0,0.85,300,1,3,5,no,70,0,White,Pennsylvania,Yes,3,1,3,3,2,2,3,1,0,0,0,,,,,On street,,2,5,2,1,19148,10,4,150,54,1,0,1,5000,11776.72,1,0,4250,165100,14.38,59.7,45
1,0.7,300,10,3,15,10,no,1,White,Florida,Yes,2,1,1,1,1,1,1,1,1,1,1,,,Driveway or carport,,,,1,1,1,2,33596,60,2,160,25,0,0,0,50000,2506.727,2,1,35000,220300,11.37,81.9,54.4
0,1,300,2,3,5,15,no,1,White,Missouri,Yes,4,1,3,4,2,2,3,4,2,0,0,,,Driveway or carport,,On street,,2,4,2,1,63376,10,4,80,46,1,0,0,40000,1705.12,1,0,40000,170800,13.23,66,43.5
0,1,400,5,5,15,15,no,1,Another race,Florida,Yes,4,2,2,3,1,1,3,2,1,0,0,Attached garage,,Driveway or carport,,,,2,2,3,1,32792,5,0,50,22,1,0,1,20000,3817.018,1,0,20000,171300,11.37,81.9,54.4
0,1,300,1,5,15,15,no,0,White,Washington,Yes,4,4,1,2,2,2,1,1,0,0,0,,,Driveway or carport,,,,2,5,2,3,97833,15,4,150,62,1,0,1,10000,10.16002,1,0,10000,222100,9.79,57,43.2
1,0.7,100,0,20,60,no,no,0,White,West Virginia,Yes,3,1,2,5,1,1,2,2,0,0,0,Attached garage,,Driveway or carport,,On street,,2,3,1,1,26003,20,2,160,31,1,0,0,20000,453.7747,1,0,14000,102000,11.57,63.5,47.1
1,0.7,100,1,1,15,5,50,0,White,Georgia,Yes,3,1,3,2,2,1,3,2,1,0,0,Attached garage,,,,,,2,3,1,2,30096,35,2,30,26,1,0,1,15000,2721.412,1,0,10500,178600,12.26,75.6,50.4
0,1,400,10,0,60,15,50,0,White,Michigan,Yes,4,1,3,3,1,1,1,2,1,0,0,Attached garage,,Driveway or carport,,On street,,1,2,2,1,49331,75,4,200,50,1,0,1,15000,183.894,2,0,15000,158500,16.07,55,33.9
0,0.85,300,20,5,5,5,no,0,White,Maine,Yes,5,1,4,2,1,1,3,3,2,0,0,,Detached garage,Driveway or carport,,,,2,2,2,1,4539,15,1,40,32,1,0,0,30000,71.49686,1,0,25500,265800,16.16,51.9,45.5
1,0.7,300,1,20,60,no,no,1,Black or African American,Texas,Yes,5,1,5,2,1,1,2,2,1,0,0,Attached garage,,,,,,1,5,2,2,77521,0,4,200,34,1,0,1,25000,1193.721,2,0,17500,120000,11.36,78.1,28.6
0,1,400,10,10,5,no,30,1,White,Florida,Yes,2,2,2,3,1,1,2,3,0,0,0,,,Driveway or carport,,,,2,1,2,3,32962,5,0,20,36,1,0,1,10000,1853.445,1,0,10000,102700,11.37,81.9,54.4
1,0.85,200,5,0,5,10,no,1,White,South Carolina,Yes,5,1,3,1,2,5,1,1,1,0,0,,,,,On street,,2,2,2,1,29485,25,0,50,63,0,0,0,25000,1261.546,1,0,21250,181500,12.91,74.7,48.3
1,0.7,200,3,3,60,no,50,0,White,Nebraska,Yes,4,1,4,5,1,1,1,3,0,0,0,,Detached garage,Driveway or carport,,,,2,2,3,1,68727,90,4,250,37,1,0,1,15000,10.27157,1,0,10500,74800,11.31,61.9,24.2
1,0.85,200,1,0,30,no,no,0,White,Arizona,Yes,5,6,6,2,1,2,2,2,2,0,0,Attached garage,,,,,,3,5,3,1,85395,15,0,20,57,0,0,0,20000,1808.709,3,0,17000,259300,13.16,75.3,11.6
1,0.85,100,3,10,60,15,30,1,White,Kentucky,Yes,3,1,6,4,1,1,2,3,1,0,0,,,Driveway or carport,,,,2,2,2,1,40229,10,0,40,23,1,0,1,5000,1865.605,1,0,4250,120800,10.56,67.2,50.4
1,1,100,0,0,30,10,30,1,White,California,Yes,3,4,1,1,1,1,2,1,0,0,0,Attached garage,,,,,,2,5,2,2,95623,15,0,50,54,1,0,1,15000,72.70715,1,0,15000,338300,19.9,71.5,22.3
0,0.7,100,10,10,5,10,30,1,White,Florida,Yes,5,1,3,2,1,1,2,1,0,0,0,Attached garage,,,,,,2,2,2,3,34952,25,3,60,59,1,0,1,30000,1646.587,1,0,21000,99100,11.37,81.9,54.4
0,1,100,3,5,5,no,no,0,White,Indiana,Yes,5,4,3,4,2,1,1,2,0,0,0,,,Driveway or carport,,,,1,5,3,1,47145,30,4,300,33,1,0,1,20000,46.55275,2,0,20000,91600,12.02,62.5,43.6
1,0.85,300,0,10,5,15,30,0,White,North Carolina,Yes,6,6,3,4,1,1,2,3,1,0,0,,,Driveway or carport,,,,2,5,3,1,28270,10,2,80,42,1,0,0,30000,2499.3,1,0,25500,276600,11.24,70.5,50.8
1,0.7,100,5,20,5,15,50,1,White,Ohio,Yes,6,1,7,4,1,1,2,2,0,0,0,Attached garage,,,,,,2,1,2,2,45069,10,2,100,40,1,0,1,25000,1725.138,1,0,17500,203900,12.64,61.7,41.1
0,0.7,100,0,20,60,no,no,1,White,Arizona,Yes,3,1,3,2,1,1,1,1,1,1,1,Attached garage,Detached garage,Driveway or carport,,,,2,1,2,2,85374,45,2,80,30,0,0,0,30000,2899.273,1,1,21000,174800,13.16,75.3,11.6
1,1,400,3,2,60,10,no,1,White,Texas,Yes,5,1,4,2,1,1,2,2,2,0,0,,Detached garage,Driveway or carport,,,,1,2,1,1,76550,100,4,200,58,0,0,0,40000,21.79604,2,0,40000,111800,11.36,78.1,28.6
0,0.85,200,1,0,30,no,no,1,White,Pennsylvania,Yes,2,1,4,4,1,1,1,4,0,0,0,,,Driveway or carport,,,,2,5,2,2,17980,30,0,120,26,1,0,1,25000,81.33794,1,0,21250,87300,14.38,59.7,45
1,0.85,200,20,10,60,5,no,0,White,California,Yes,4,1,2,2,1,1,1,1,1,0,0,Attached garage,,,,,,2,1,1,1,90706,25,4,120,48,0,0,0,30000,12543.14,1,0,25500,337100,19.9,71.5,22.3
1,0.7,100,0,5,60,10,30,1,White,Michigan,Yes,5,1,3,3,1,1,2,2,0,0,0,Attached garage,,,,,,2,1,2,1,48642,100,4,60,37,1,0,1,15000,282.3883,1,0,10500,137000,16.07,55,33.9
1,1,300,0,1,15,5,50,1,White,Massachusetts,Yes,8,1,4,4,1,1,2,2,2,0,0,,,Driveway or carport,,,,2,5,3,2,2176,20,1,40,56,0,0,0,25000,5767.178,1,0,25000,417700,21.11,58.8,48.6
0,1,100,20,3,30,5,70,1,Black or African American,Illinois,Yes,5,1,4,4,1,1,2,2,2,0,0,Attached garage,,,,,,1,2,2,3,60628,50,2,110,35,0,0,0,30000,6612.231,2,0,30000,132100,12.56,62.7,40.7
1,0.7,400,10,20,60,5,30,1,White,Virginia,Yes,6,1,8,4,1,2,3,2,0,0,0,,,,Assigned parking space,,,2,5,2,1,22043,25,2,100,51,1,0,1,20000,5098.609,1,0,14000,517000,12.4,66.9,45.8
1,0.85,100,5,10,15,10,30,0,White,Pennsylvania,Yes,2,4,4,5,1,2,1,2,1,0,0,,,Driveway or carport,,,,2,5,2,1,17406,20,0,50,37,1,0,1,20000,447.1333,1,0,17000,164100,14.38,59.7,45
0,1,300,1,5,15,15,no,0,White,Alabama,Yes,3,1,2,2,1,1,2,2,0,0,0,,,Driveway or carport,,,,2,5,2,2,35613,15,3,100,24,1,0,1,15000,267.0518,1,0,15000,174400,12.41,75,56.9
1,0.85,300,0,2,15,no,no,1,White,Florida,Yes,5,1,2,1,2,1,2,1,0,0,0,,,Driveway or carport,,,,1,2,2,2,32303,5,1,50,37,1,0,1,10000,1334.357,2,0,8500,150700,11.37,81.9,54.4
0,0.7,100,20,3,5,no,30,1,White,Wisconsin,Yes,4,1,2,2,1,1,2,3,0,0,0,,Detached garage,Driveway or carport,,,,2,2,2,1,54956,15,0,50,29,1,0,1,5000,695.7492,1,0,3500,151700,14.28,54,34.1
1,0.7,400,3,3,30,no,50,1,White,Wisconsin,Yes,6,1,3,1,1,5,3,1,0,0,0,,Detached garage,,,,,2,2,1,1,53719,30,3,100,36,1,0,1,10000,2823.032,1,0,7000,223800,14.28,54,34.1
0,0.85,100,0,5,60,5,70,1,White,North Carolina,Yes,5,1,4,3,1,1,2,3,0,0,0,Attached garage,,,,,,2,2,2,3,27604,15,2,30,42,1,0,1,20000,1956.438,1,0,17000,161700,11.24,70.5,50.8
1,1,400,5,10,30,15,50,1,White,Washington,Yes,4,1,2,1,2,1,3,1,0,0,0,,,Driveway or carport,,,,2,2,1,1,99207,30,3,200,30,1,0,1,50000,5663.415,1,0,50000,116600,9.79,57,43.2
1,0.7,200,2,0,5,5,50,1,White,Florida,Yes,2,1,1,1,1,1,1,1,1,1,1,,,Driveway or carport,,,,1,1,1,2,33596,60,2,160,25,0,0,0,50000,2506.727,2,1,35000,220300,11.37,81.9,54.4
1,1,300,3,2,30,10,70,0,White,Nebraska,Yes,4,1,4,5,1,1,1,3,0,0,0,,Detached garage,Driveway or carport,,,,2,2,3,1,68727,90,4,250,37,1,0,1,15000,10.27157,1,0,15000,74800,11.31,61.9,24.2
1,1,200,1,3,15,15,no,1,White,Pennsylvania,Yes,4,1,2,1,1,1,1,1,1,0,0,Attached garage,,,,,,3,1,3,3,16105,25,1,150,32,0,0,0,25000,563.186,3,0,25000,126800,14.38,59.7,45
1,0.85,400,2,2,15,no,30,0,White,Pennsylvania,Yes,2,4,4,5,1,1,1,1,0,0,0,,,Driveway or carport,,,,1,5,3,1,15824,10,1,70,32,1,0,0,25000,74.04786,2,0,21250,89500,14.38,59.7,45
1,0.7,100,2,0,60,10,70,1,White,California,Yes,5,1,6,1,1,1,2,1,0,0,0,Attached garage,,,,,,2,2,1,1,95628,25,2,100,34,1,0,0,40000,3151.464,1,0,28000,332200,19.9,71.5,22.3
1,0.85,400,5,5,30,10,70,1,White,Texas,Yes,5,1,4,5,1,1,3,2,2,0,0,Attached garage,,,,,,2,2,2,1,76210,30,1,100,31,0,0,0,20000,2462.586,1,0,17000,163700,11.36,78.1,28.6
1,0.7,400,20,1,15,10,50,1,White,Florida,Yes,5,1,5,2,1,1,2,2,2,0,0,Attached garage,,,,On street,,2,2,2,1,33755,15,2,80,50,0,0,0,25000,4869.568,1,0,17500,133500,11.37,81.9,54.4
0,1,200,20,0,30,5,no,1,White,Oregon,Yes,4,2,4,3,1,1,2,1,0,0,0,Attached garage,,Driveway or carport,,,,2,2,1,3,97233,25,3,150,47,1,0,1,25000,8710.43,1,0,25000,174400,11.02,59.4,32.1
1,1,100,10,10,60,5,70,1,White,Louisiana,Yes,5,1,1,1,1,1,2,1,1,1,1,,,Driveway or carport,,,,1,1,1,2,70460,70,4,100,28,0,0,0,10000,602.9427,2,1,10000,137000,9.37,77.5,59.7
1,0.7,200,0,3,60,10,30,1,White,Massachusetts,Yes,5,1,3,5,2,3,3,1,0,0,0,,,,,On street,,2,2,3,3,1420,15,2,300,37,1,0,1,25000,1330.515,1,0,17500,191100,21.11,58.8,48.6
1,0.85,300,20,5,30,10,70,0,White,Louisiana,Yes,2,2,4,5,1,1,2,3,1,0,0,,,Driveway or carport,,,,1,2,2,1,71328,45,1,200,35,1,0,0,40000,61.16748,2,0,34000,111600,9.37,77.5,59.7
1,1,200,20,5,30,no,50,1,White,Vermont,Yes,5,1,3,1,2,2,2,2,2,0,0,Attached garage,,,,,,2,2,2,1,5673,25,0,70,64,0,0,0,40000,46.94477,1,0,40000,337200,18.5,53.4,46
0,0.7,100,20,5,5,10,50,1,White,Washington,Yes,3,1,3,1,2,1,3,1,0,0,0,Attached garage,,Driveway or carport,,,,2,5,2,3,98661,5,0,20,36,1,0,1,5000,3929.395,1,0,3500,193500,9.79,57,43.2
1,0.7,200,0,2,60,15,70,0,White,Maine,Yes,2,1,2,5,1,1,2,1,0,0,0,,Detached garage,,,,,3,2,3,1,4769,10,1,30,33,1,0,0,15000,127.935,3,0,10500,108500,16.16,51.9,45.5
1,0.7,100,5,2,5,15,no,0,White,Georgia,Yes,4,2,3,5,2,1,3,2,1,0,0,Attached garage,,Driveway or carport,,,,2,2,2,1,30076,30,4,150,53,1,0,1,15000,2741.104,1,0,10500,260600,12.26,75.6,50.4
0,0.85,400,5,0,5,5,30,1,White,Washington,Yes,5,1,2,2,2,5,1,1,0,0,0,,,,Assigned parking space,,,2,1,3,1,99163,10,1,190,27,1,0,1,20000,151.711,1,0,17000,223000,9.79,57,43.2
1,0.85,400,1,10,5,no,no,0,White,New York,Yes,6,1,5,1,1,1,3,1,1,1,1,Attached garage,,,,,,1,2,1,1,11953,30,4,20,45,0,0,0,30000,1320.66,2,1,25500,275000,19.3,55.9,43.5
0,1,300,1,3,30,5,30,1,White,Michigan,Yes,2,1,1,1,1,1,3,1,0,0,0,,Detached garage,,,,,2,5,2,3,49008,5,0,10,35,1,0,1,10000,2470.962,1,0,10000,151100,16.07,55,33.9
0,0.7,100,0,20,60,no,no,1,White,Michigan,Yes,3,1,2,3,2,5,1,1,1,0,0,,,Driveway or carport,,,,2,1,2,1,49009,20,1,50,22,0,0,1,10000,412.0144,1,0,7000,173800,16.07,55,33.9
0,1,100,0,20,5,10,50,0,White,California,Yes,4,4,1,1,2,5,1,1,1,0,0,,,,Assigned parking space,,,2,5,2,1,93030,10,0,30,62,0,0,1,20000,4281.835,1,0,20000,342600,19.9,71.5,22.3
0,0.85,400,20,1,15,no,30,0,Another race,North Carolina,Yes,3,2,2,3,2,4,1,1,0,0,0,Attached garage,,,,,,2,1,2,1,27834,15,0,90,21,1,0,0,30000,299.1068,1,0,25500,101500,11.24,70.5,50.8
1,1,200,5,3,15,10,70,0,White,Florida,Yes,2,1,2,2,1,6,3,1,0,0,0,,,Driveway or carport,,,,2,5,2,3,32680,0,3,50,45,1,0,1,5000,40.91166,1,0,5000,81800,11.37,81.9,54.4
1,1,400,5,5,15,15,no,0,White,Illinois,Yes,5,4,3,3,1,1,2,3,0,0,0,Attached garage,,Driveway or carport,,,,2,5,2,2,62294,5,1,30,37,1,0,1,20000,467.1606,1,0,20000,184900,12.56,62.7,40.7
0,0.85,400,1,10,30,no,30,0,Black or African American,New Jersey,Yes,6,1,3,1,1,1,2,1,0,0,0,Attached garage,,,,,,1,5,3,3,7111,5,1,80,29,1,0,1,20000,18419.71,2,0,17000,213400,15.64,63.6,47.6
1,0.85,200,10,5,30,10,50,0,White,Oregon,Yes,4,2,1,1,2,1,1,1,1,0,0,,,Driveway or carport,,,,2,2,2,1,97470,5,4,200,46,0,0,1,30000,115.5485,1,0,25500,149000,11.02,59.4,32.1
1,1,100,1,2,60,10,30,1,Black or African American,Florida,Yes,5,1,3,5,1,1,3,3,2,0,0,Attached garage,,Driveway or carport,,,,2,2,2,1,32754,30,3,60,34,1,0,0,50000,81.73508,1,0,50000,117700,11.37,81.9,54.4
1,0.85,400,1,5,5,10,70,0,White,Oregon,Yes,3,1,2,2,1,1,2,1,1,0,0,Attached garage,,,,,,2,2,2,1,97741,10,2,80,49,0,0,0,25000,33.9724,1,0,21250,154500,11.02,59.4,32.1
0,0.7,300,5,0,60,5,50,1,White,North Carolina,Yes,2,1,3,4,1,1,2,3,0,0,0,,,Driveway or carport,,,,2,2,2,3,27932,40,2,100,44,1,0,1,40000,106.3153,1,0,28000,134000,11.24,70.5,50.8
1,0.7,400,2,2,5,5,70,1,White,Illinois,Yes,5,1,3,1,1,2,1,1,1,0,0,Attached garage,,,,,,1,2,2,1,60089,30,4,150,32,0,0,1,30000,4258.728,2,0,21000,303700,12.56,62.7,40.7
1,1,300,3,0,5,10,30,0,White,Oregon,Yes,5,2,3,5,1,1,2,3,2,0,0,,,Driveway or carport,,On street,,2,2,2,3,97457,40,2,120,69,1,0,1,20000,62.85826,1,0,20000,151500,11.02,59.4,32.1
1,0.85,200,3,1,15,15,30,0,White,Michigan,Yes,4,6,1,1,1,4,3,1,1,0,0,Attached garage,,,,,,3,2,3,1,48507,15,4,50,46,0,0,0,25000,1469.395,3,0,21250,59500,16.07,55,33.9
1,0.7,300,10,5,30,no,no,1,White,California,Yes,5,1,7,4,2,5,1,2,1,0,0,,,Driveway or carport,Assigned parking space,,,2,2,2,1,91710,75,3,300,38,1,0,1,25000,3736.123,1,0,17500,331700,19.9,71.5,22.3
1,1,200,2,2,5,5,30,0,White,Pennsylvania,Yes,6,1,6,2,1,1,3,2,1,0,0,Attached garage,,Driveway or carport,,,,2,2,2,1,17403,25,2,100,36,1,0,0,25000,1909.397,1,0,25000,152600,14.38,59.7,45
1,0.7,100,20,5,5,10,50,0,White,Alabama,Yes,3,1,1,1,1,6,3,1,1,1,1,Attached garage,,,,,,2,2,1,3,35016,15,2,60,54,0,0,0,25000,225.6709,1,1,17500,126900,12.41,75,56.9
1,0.7,300,5,0,60,5,50,0,Asian,Arizona,Yes,8,1,9,3,1,1,2,3,3,1,1,Attached garage,,,,,,1,1,2,1,85014,40,1,120,35,0,0,0,50000,5929.387,2,1,35000,170900,13.16,75.3,11.6
1,1,300,3,5,15,no,30,0,White,California,Yes,4,1,2,2,1,1,1,1,1,0,0,Attached garage,,,,,,2,1,1,1,90706,25,4,120,48,0,0,0,30000,12543.14,1,0,30000,337100,19.9,71.5,22.3
0,1,300,3,2,30,10,70,1,White,Wisconsin,Yes,3,1,4,3,2,5,1,2,1,0,0,Attached garage,,,,,,1,2,2,3,54703,35,0,50,38,1,0,1,10000,532.2404,2,0,10000,133700,14.28,54,34.1
0,0.85,300,2,5,30,15,50,0,White,California,Yes,5,1,3,4,1,1,2,2,2,0,0,Attached garage,,,,,,1,2,2,1,92582,80,3,120,32,0,0,0,25000,845.781,2,0,21250,160300,19.9,71.5,22.3
1,0.7,400,1,5,60,5,50,1,White,Texas,Yes,4,5,3,2,1,1,2,2,2,0,0,Attached garage,,,,,,2,2,2,3,78681,25,4,130,64,0,0,0,40000,2329.191,1,0,28000,213300,11.36,78.1,28.6
0,1,100,1,2,15,no,30,1,White,Pennsylvania,Yes,2,1,3,4,1,1,2,2,0,0,0,Attached garage,,Driveway or carport,,,,2,2,2,2,17545,25,2,120,49,1,0,1,10000,299.7398,1,0,10000,188100,14.38,59.7,45
1,0.7,300,0,10,30,no,70,0,White,Florida,Yes,2,4,3,5,1,6,2,1,1,0,0,,,Driveway or carport,,,,2,5,3,2,34481,15,1,200,33,0,0,0,50000,264.7184,1,0,35000,92300,11.37,81.9,54.4
0,0.85,100,0,3,15,15,no,0,White,California,Yes,3,1,3,1,2,5,3,1,1,0,0,,,,Assigned parking space,,,2,2,1,1,91367,20,0,70,40,0,0,0,40000,5308.304,1,0,34000,552000,19.9,71.5,22.3
